SAMPLE_ANALYSIS_NO,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,P2O5,Class,Probability,Lithology,ROCK_GROUP,LITHOLOGY_NAME,GSSA_code
142263,74.39416117907146,0.7257966944299659,12.802247248973007,3.156543841823885,1.2197416670281371,2.0161019289721267,2.701576584822651,2.7620596426918147,0.221771212186934,sedimentary,0.6987403075647682,unclassified,Metasediment Siliciclastic,Metagreywacke,UNKN
142265,79.097544748811,0.4872325823321256,7.432888543236892,8.908240405268373,0.2073330137583513,0.22806631513418646,2.228829897902276,1.2128981304863553,0.19696636307043366,sedimentary,0.6540132143383924,Iron-rich Sand,Metasediment Siliciclastic,Metasiltstone,IRFM
142266,38.847015475754866,0.29706541246165497,3.8694674238595046,20.698768996454127,14.65522701477497,20.261384542256465,0.1066388660118761,1.142559278698673,0.1218729897278584,sedimentary,0.5467869614151305,Dolomite,Metasediment Siliciclastic,Metasiltstone,DLOM
142267,56.088345187121675,0.54176242510288,2.5813386137254866,13.955379542483795,18.377431282901608,7.467823232300483,0.8498234119260859,0.09560513384168468,0.04249117059630431,igneous,0.9924602064383076,"Basaltic Andesite, Gabbroic Diorite",Breccia (Undifferentiated),Breccia (Undiff. Origin),BAAN
142268,47.75937821061988,0.4371418497420125,10.269571216327284,11.260204502371474,2.6750471402123157,24.532139627312933,0.9525777621243856,1.944302555568951,0.16963713572078098,sedimentary,0.7577651705964095,Limestone,Duricrust Ferruginous,Gossan,LMST
142269,50.557079829087755,4.180483586682201,21.417255813544298,9.913667734279294,2.83160834073302,1.4415460643731737,4.407012253940847,4.757102012431472,0.4942443649279453,igneous,0.8016466259582009,"Phonotephrite, Foid Monzodiorite",Metasediment Siliciclastic,Metagreywacke,FDMD
142270,63.68007536638758,0.8266163629290698,14.185144993474154,5.592247241273799,4.602518267666794,6.949700532774028,1.040924308873643,2.918670120959431,0.20410280566149874,sedimentary,0.7492192578792618,Wacke,Metasediment,Calcsilicate Rock,GYWK
142271,55.54180864708773,0.7711245478207304,15.839315036317705,6.141637807820025,5.679228088679702,9.107606145882679,0.9065923737892372,5.825116516645787,0.18757083595639387,sedimentary,0.6649471829796039,Shale,Metasediment,Calcsilicate Rock,SHLE
143982,57.468219363717225,0.1961766524464243,5.227530797542953,18.48283100696818,13.38617157869718,2.7233935280797725,0.5423707449989377,1.8579082966984888,0.11539803085083784,igneous,0.7647652420780287,"Andesite, Diorite",General/Miscellaneous,Clay (Undiff. Origin),DIOR
145334,49.47820214536942,0.11093767297168028,2.340784899702454,35.394791600099445,6.279072290197107,5.347195837234991,0.14200022140375074,0.2562660245645815,0.6507493084565862,sedimentary,0.6283962594953199,Iron-rich Sand,General/Miscellaneous,Ironstone (Undiff. Origin),IRFM
